107.23.85.jfd,2017-06-30,00:00:00,0.0,1136894.0,0000905148-07-003547,-index.html,420.0,3061.0,1.0,0.0,0.0,10.0,0.0,
102.23.85.jfd,2017-06-30,00:00:00,0.0,841535.0,0000841535-10-000003,-index.html,200.0,2768.0,1.0,0.0,0.0,10.0,0.0,
107.24.85.jfd,2017-06-30,00:00:00,0.0,1372211.0,0001144204-06-000003,-index.html,200.0,2772.0,1.0,0.0,0.0,10.0,0.0,
104.23.85.jfd,2017-06-30,00:00:00,0.0,1372211.0,0000905148-06-036568,-index.html,200.0,2948.0,1.0,0.0,0.0,10.0,0.0,
100.23.85.jfd,2017-06-30,00:00:00,0.0,1372211.0,0000905148-06-036568,-index.html,500.0,2948.0,1.0,0.0,0.0,10.0,0.0,
103.23.85.jfd,2017-06-30,00:00:00,0.0,1372211.0,0000905148-06-036568,-index.html,200.0,2948.0,1.0,0.0,0.0,10.0,0.0,
101.23.85.jfd,2017-06-30,00:00:00,0.0,1372211.0,0000905148-06-036568,-index.html,600.0,2948.0,1.0,0.0,0.0,10.0,0.0,
109.23.85.jfd,2017-06-30,00:00:00,0.0,1372211.0,0000905148-06-036568,-index.html,200.0,2948.0,1.0,0.0,0.0,10.0,0.0,
103.23.85.jfd,2017-06-30,00:00:00,0.0,1372211.0,0000905148-06-036968,-index.html,400.0,2948.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1372211.0,0000905148-06-036608,-index.html,260.0,2948.0,1.0,0.0,0.0,10.0,0.0,
108.23.85.jfd,2017-06-30,00:00:00,0.0,1372211.0,0000905148-06-036768,-index.html,470.0,2948.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1372211.0,0000905148-06-032568,-index.html,440.0,2948.0,1.0,0.0,0.0,10.0,0.0,
106.23.85.jfd,2017-06-30,00:00:00,0.0,1372211.0,0000903148-06-036768,-index.html,499.0,2348.0,1.0,0.0,0.0,10.0,0.0,
105.23.85.jfd,2017-06-30,00:00:00,0.0,1376211.0,0000905148-06-036568,-index.html,300.0,2148.0,1.0,0.0,0.0,10.0,0.0,
104.23.85.jfd,2017-06-30,00:00:00,0.0,1378211.0,0000902148-06-016568,-index.html,408.0,2944.0,1.0,0.0,0.0,10.0,0.0,
104.23.85.jfd,2017-06-30,00:00:00,0.0,1372611.0,0000905148-06-033568,-index.html,560.0,2948.0,1.0,0.0,0.0,10.0,0.0,
103.23.85.jfd,2017-06-30,00:00:00,0.0,1342211.0,0000909148-06-031568,-index.html,430.0,2968.0,1.0,0.0,0.0,10.0,0.0,
102.23.85.jfd,2017-06-30,00:00:00,0.0,1444211.0,0000905108-06-036168,-index.html,400.0,2988.0,1.0,0.0,0.0,10.0,0.0
